Symbol,Company Name,"Market capitalization as on March 31, 2023
(Rs in Lakhs)",Symbol.NS
ATALREAL,ATAL REALTECH LIMITED (XNSE:ATALREAL),11782.39,ATALREAL.NS
KOHINOOR,KOHINOOR FOODS LIMITED. (XNSE:KOHINOOR),11696.07,KOHINOOR.NS
SALSTEEL,S.A.L. Steel Limited,11640.44,SALSTEEL.NS
A2ZINFRA,A2Z INFRA ENGINEERING LIMITED (XNSE:A2ZINFRA),11623.91,A2ZINFRA.NS
TARACHAND,Tara Chand InfraLogistic Solutions Limited,11598.23,TARACHAND.NS
INDOWIND,INDOWIND ENERGY LIMITED (XNSE:INDOWIND),11558.7,INDOWIND.NS
BLBLIMITED,BLB LIMITED (XNSE:BLBLIMITED),11498.19,BLBLIMITED.NS
FRETAIL,FUTURE RETAIL LIMITED (XNSE:FRETAIL),11387.97,FRETAIL.NS
ROML,RAJ OIL MILLS LIMITED (XNSE:ROML),11361.42,ROML.NS
SURANAT&P,SURANA TELECOM AND POWER LIMITED (XNSE:SURANAT&P),11335.96,SURANAT&P.NS
ALPA,ALPA LABORATORIES LIMITED (XNSE:ALPA),11319.84,ALPA.NS
SUNDRMBRAK,SUNDARAM BRAKE LININGS LIMITED (XNSE:SUNDRMBRAK),11142.72,SUNDRMBRAK.NS
PARIN,PARIN FURNITURE LIMITED (XNSE:PARIN),11056.85,PARIN.NS
NILASPACES,NILA SPACES LIMITED (XNSE:NILASPACES),11028.9,NILASPACES.NS
AHLADA,AHLADA ENGINEERS LIMITED (XNSE:AHLADA),10969.93,AHLADA.NS
MAGNUM,Magnum Ventures Limited. (XNSE:MAGNUM),10942.15,MAGNUM.NS
REMSONSIND,REMSONS INDUSTRIES LIMITED (XNSE:REMSONSIND),10918.23,REMSONSIND.NS
STARTECK,STARTECK FINANCE LIMITED (XNSE:STARTECK),10881.54,STARTECK.NS
BOHRAIND,BOHRA INDUSTRIES LIMITED (XNSE:BOHRAIND),10865.84,BOHRAIND.NS
COMPINFO,COMPUAGE INFOCOM LIMITED (XNSE:COMPINFO),10849.66,COMPINFO.NS
CORALFINAC,CORAL INDIA FINANCE AND HOUSING LIMITED (XNSE:CORALFINAC),10801,CORALFINAC.NS
MRO-TEK,MRO-TEK REALTY LIMITED (XNSE:MRO-TEK),10706.28,MRO-TEK.NS
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED (XNSE:SECURKLOUD),10641.28,SECURKLOUD.NS
ZEELEARN,ZEE LEARN LIMITED (XNSE:ZEELEARN),10598.01,ZEELEARN.NS
SADBHIN,Sadbhav Infrastructure Project Limited,10566.76,SADBHIN.NS
BALPHARMA,BAL PHARMA LIMITED (XNSE:BALPHARMA),10520.06,BALPHARMA.NS
NIRAJ,NIRAJ CEMENT STRUCTURALS LIMITED (XNSE:NIRAJ),10400.22,NIRAJ.NS
GSTL,GLOBESECURE TECHNOLOGIES LIMITED (XNSE:GSTL),10365.3,GSTL.NS
OBCL,ORISSA BENGAL CARRIER LTD (XNSE:OBCL),10298.94,OBCL.NS
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,10169.16,TAINWALCHM.NS
ARCHIDPLY,ARCHIDPLY INDUSTRIES LIMITED (XNSE:ARCHIDPLY),10071.56,ARCHIDPLY.NS
JHS,JHS SVENDGAARD LABORATORIES LIMITED (XNSE:JHS),10059.57,JHS.NS
SITINET,SITI NETWORKS LIMITED (XNSE:SITINET),10028.62,SITINET.NS
MUKTAARTS,MUKTA ARTS LIMITED (XNSE:MUKTAARTS),10016.54,MUKTAARTS.NS
CMNL,CHAMAN METALLICS LIMITED (XNSE:CMNL),10015.93,CMNL.NS
GAYAPROJ,GAYATRI PROJECTS LIMITED (XNSE:GAYAPROJ),10015.13,GAYAPROJ.NS
AKG,AKG EXIM LIMITED (XNSE:AKG),9993.73,AKG.NS
FCONSUMER,FUTURE CONSUMER LIMITED (XNSE:FCONSUMER),9985.17,FCONSUMER.NS
PALASHSECU,PALASH SECURITIES LIMITED (XNSE:PALASHSECU),9908.07,PALASHSECU.NS
CCHHL,Country Club Hospitality & Holidays Limited (XNSE:CCHHL),9889.62,CCHHL.NS
SIGIND,SIGNET INDUSTRIES LIMITED (XNSE:SIGIND),9846.68,SIGIND.NS
AIROLAM,AIRO LAM LIMITED (XNSE:AIROLAM),9811.31,AIROLAM.NS
WELINV,WELSPUN INVESTMENTS AND COMMERCIALS LIMITED (XNSE:WELINV),9790.34,WELINV.NS
LEMERITE,LE MERITE EXPORTS LIMITED (XNSE:LEMERITE),9779.84,LEMERITE.NS
CTE,CAMBRIDGE TECHNOLOGY ENTERPRISES LIMITED (XNSE:CTE),9766.43,CTE.NS
UNIVASTU,UNIVASTU INDIA LIMITED (XNSE:UNIVASTU),9745.14,UNIVASTU.NS
SUNDARAM,SUNDARAM MULTI PAP LIMITED (XNSE:SUNDARAM),9714.49,SUNDARAM.NS
MANAKCOAT,MANAKSIA COATED METALS & INDUSTRIES LIMITED (XNSE:MANAKCOAT),9699.04,MANAKCOAT.NS
ARVEE,ARVEE LABORATORIES (INDIA) LIMITED (XNSE:ARVEE),9697.6,ARVEE.NS
SECURCRED,SECUR CREDENTIALS LIMITED (XNSE:SECURCRED),9649.75,SECURCRED.NS
ASTRON,ASTRON PAPER & BOARD MILL LIMITED (XNSE:ASTRON),9602.25,ASTRON.NS
FLFL,FUTURE LIFESTYLE FASHIONS LIMITED (XNSE:FLFL),9584.31,FLFL.NS
STEELCITY,STEEL CITY SECURITIES LIMITED (XNSE:STEELCITY),9540.13,STEELCITY.NS
LLOYDS,LLOYDS LUXURIES LIMITED (XNSE:LLOYDS),9450,LLOYDS.NS
GANGESSECU,GANGES SECURITIES LIMITED (XNSE:GANGESSECU),9448.48,GANGESSECU.NS
INDBANK,INDBANK MERCHANT BANKING SERVICES LIMITED (XNSE:INDBANK),9363.8,INDBANK.NS
SUMIT,SUMIT WOODS LIMITED (XNSE:SUMIT),9329.05,SUMIT.NS
FIBERWEB,FIBERWEB (INDIA) LIMITED (XNSE:FIBERWEB),9328.51,FIBERWEB.NS
ALKALI,ALKALI METALS LTD. (XNSE:ALKALI),9316.99,ALKALI.NS
LASA,LASA SUPERGENERICS LIMITED (XNSE:LASA),9293.78,LASA.NS
JAIPURKURT,NANDANI CREATION LIMITED (XNSE:JAIPURKURT),9238.63,JAIPURKURT.NS
MHHL,MOHINI HEALTH & HYGIENE LIMITED (XNSE:MHHL),9218.25,MHHL.NS
BAHETI,BAHETI RECYCLING INDUSTRIES LIMITED (XNSE:BAHETI),9170.96,BAHETI.NS
DGCONTENT,DIGICONTENT LIMITED (XNSE:DGCONTENT),9106.28,DGCONTENT.NS
VMARCIND,V-MARC INDIA LIMITED (XNSE:VMARCIND),9068.71,VMARCIND.NS
PKTEA,The Peria Karamalai Tea & Produce Company Limited,9056.99,PKTEA.NS
DAMODARIND,DAMODAR INDUSTRIES LIMITED (XNSE:DAMODARIND),9028.75,DAMODARIND.NS
NECCLTD,NORTH EASTERN CARRYING CORPORATION LIMITED (XNSE:NECCLTD),8985.32,NECCLTD.NS
CAPTRUST,CAPITAL TRUST LIMITED (XNSE:CAPTRUST),8949.69,CAPTRUST.NS
MITCON,MITCON Consultancy & Engineering Services Limited (XNSE:MITCON),8925.31,MITCON.NS
TIRUPATIFL,TIRUPATI FORGE LIMITED (XNSE:TIRUPATIFL),8918,TIRUPATIFL.NS
IL&FSTRANS,IL&FS TRANSPORTATION NETWORKS LIMITED (XNSE:IL&FSTRANS),8881.92,IL&FSTRANS.NS
SRPL,Shree Ram Proteins Limited,8835.75,SRPL.NS
SURYALAXMI,Suryalakshmi Cotton Mills Limited,8810.28,SURYALAXMI.NS
CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIES LIMITED (XNSE:CEREBRAINT),8786.02,CEREBRAINT.NS
KSHITIJPOL,KSHITIJ POLYLINE LIMITED (XNSE:KSHITIJPOL),8737.53,KSHITIJPOL.NS
LAGNAM,LAGNAM SPINTEX LIMITED (XNSE:LAGNAM),8728.49,LAGNAM.NS
ANLON,Anlon Technology Solutions Ltd (XNSE:ANLON),8726.99,ANLON.NS
AMJLAND,AMJ LAND HOLDINGS LIMITED (XNSE:AMJLAND),8692,AMJLAND.NS
BINANIIND,BINANI INDUSTRIES LIMITED (XNSE:BINANIIND),8688.43,BINANIIND.NS
PROLIFE,PROLIFE INDUSTRIES LIMITED (XNSE:PROLIFE),8638.51,PROLIFE.NS
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED (XNSE:INCREDIBLE),8534.38,INCREDIBLE.NS
SHAHALLOYS,SHAH ALLOYS LIMITED (XNSE:SHAHALLOYS),8512.94,SHAHALLOYS.NS
AMDIND,AMD INDUSTRIES LIMITED (XNSE:AMDIND),8510.04,AMDIND.NS
OMAXAUTO,OMAX AUTOS LIMITED (XNSE:OMAXAUTO),8463,OMAXAUTO.NS
TOKYOPLAST,TOKYO PLAST INTERNATIONAL LTD (XNSE:TOKYOPLAST),8446.74,TOKYOPLAST.NS
GROBTEA,THE GROB TEA CO LTD (XNSE:GROBTEA),8443.75,GROBTEA.NS
ANIKINDS,ANIK INDUSTRIES LIMITED (XNSE:ANIKINDS),8423.18,ANIKINDS.NS
SURANASOL,SURANA SOLAR LIMITED (XNSE:SURANASOL),8389.73,SURANASOL.NS
FIDEL,FIDEL SOFTECH LIMITED (XNSE:FIDEL),8387.84,FIDEL.NS
MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LIMITED (XNSE:MAHASTEEL),8356.89,MAHASTEEL.NS
AURDIS,AURANGABAD DISTILLERY LIMITED (XNSE:AURDIS),8282,AURDIS.NS
SIMBHALS,SIMBHAOLI SUGARS LIMITED (XNSE:SIMBHALS),8235.16,SIMBHALS.NS
GAL,GYSCOAL ALLOYS LIMITED (XNSE:GAL),8143.28,GAL.NS
GICL,GLOBE INTERNATIONAL CARRIERS LIMITED (XNSE:GICL),8139.89,GICL.NS
KALYANIFRG,KALYANI FORGE LIMITED (XNSE:KALYANIFRG),8109.1,KALYANIFRG.NS
HINDCON,HINDCON CHEMICALS LIMITED (XNSE:HINDCON),8103.48,HINDCON.NS
CORDSCABLE,CORDS CABLE INDUSTRIES LIMITED (XNSE:CORDSCABLE),8099.25,CORDSCABLE.NS
YAARI,YAARI DIGITAL INTEGRATED SERVICES LIMITED (XNSE:YAARI),8005.89,YAARI.NS
SONAMCLOCK,SONAM CLOCK LIMITED (XNSE:SONAMCLOCK),7986.38,SONAMCLOCK.NS
MAHICKRA,MAHICKRA CHEMICALS LIMITED (XNSE:MAHICKRA),7959.72,MAHICKRA.NS
HPIL,HINDPRAKASH INDUSTRIES LIMITED (XNSE:HPIL),7917.11,HPIL.NS
LPDC,LANDMARK CARS LIMITED (XNSE:LANDMARK),7914.45,LPDC.NS
DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKERS LIMITED (XNSE:DBSTOCKBRO),7892.5,DBSTOCKBRO.NS
AUSOMENT,AUSOM ENTERPRISE LIMITED (XNSE:AUSOMENT),7765.42,AUSOMENT.NS
BALLARPUR,BALLARPUR INDUSTRIES LIMITED (XNSE:BALLARPUR),7760.73,BALLARPUR.NS
AVSL,AVSL INDUSTRIES LIMITED (XNSE:AVSL),7730.12,AVSL.NS
SPMLINFRA,SPML INFRA LIMITED (XNSE:SPMLINFRA),7676.49,SPMLINFRA.NS
BANKA,BANKA BIOLOO LIMITED (XNSE:BANKA),7560.07,BANKA.NS
GOLDENTOBC,GOLDEN TOBACCO LIMITED (XNSE:GOLDENTOBC),7554.18,GOLDENTOBC.NS
GTL,GTL LIMITED (XNSE:GTL),7550.25,GTL.NS
ENERGYDEV,ENERGY DEVELOPMENT COMPANY LIMITED (XNSE:ENERGYDEV),7481.25,ENERGYDEV.NS
PANACHE,PANACHE DIGILIFE LIMITED (XNSE:PANACHE),7470,PANACHE.NS
PIGL,POWER AND INSTRUMENTATION (GUJARAT) LIMITED (XNSE:PIGL),7453.9,PIGL.NS
DELTAMAGNT,DELTA MANUFACTURING LIMITED (XNSE:DELTAMAGNT),7443.87,DELTAMAGNT.NS
SHRADHA,SHRADHA INFRAPROJECTS LIMITED (XNSE:SHRADHA),7411.28,SHRADHA.NS
PIONEEREMB,PIONEER EMBROIDERIES LIMITED (XNSE:PIONEEREMB),7389.99,PIONEEREMB.NS
GLOBALVECT,GLOBAL VECTRA HELICORP LIMITED (XNSE:GLOBALVECT),7378,GLOBALVECT.NS
BAGFILMS,B.A.G Films and Media Limited,7316.67,BAGFILMS.NS
WIPL,WESTERN INDIA PLYWOODS LIMITED (XNSE:WIPL),7269.41,WIPL.NS
NITIRAJ,NITIRAJ ENGINEERS LIMITED (XNSE:NITIRAJ),7262.83,NITIRAJ.NS
BEARDSELL,BEARDSELL LIMITED (XNSE:BEARDSELL),7249.54,BEARDSELL.NS
KRITIKA,KRITIKA WIRES LIMITED (XNSE:KRITIKA),7233.94,KRITIKA.NS
PATINTLOG,Patel Integrated Logistics Limited (XNSE:PATINTLOG),7103.66,PATINTLOG.NS
SETCO,SETCO AUTOMOTIVE LIMITED (XNSE:SETCO),7089.67,SETCO.NS
PRAENG,PRAJAY ENGINEERS SYNDICATE LTD (XNSE:PRAENG),7063.51,PRAENG.NS
